departamento,año,mes,fecha,Propia_totalmente_pagada,Propia_la_estan_pagando,En_arriendo_o_subarriendo,Con_permiso_sin_pago,Posesion_sin_titulo,Propiedad_colectiva
Caqueta,2024,8,2024-08-01,26.4,0.8,41.5,23.5,6.4,1.4
Casanare,2024,8,2024-08-01,35.2,2.0,44.5,12.2,5.1,0.9
Cauca,2024,8,2024-08-01,43.6,1.6,19.6,19.9,5.8,9.6
Cesar,2024,8,2024-08-01,35.4,1.6,35.9,19.5,5.2,2.4
Choco,2024,8,2024-08-01,64.5,0.2,14.4,11.1,7.6,2.1
Cordoba,2024,8,2024-08-01,43.9,0.8,20.6,25.1,8.0,1.5
Cundinamarca,2024,8,2024-08-01,28.3,7.2,52.9,8.9,1.0,1.7
Guainia,2024,8,2024-08-01,10.5,0.4,14.1,5.2,8.5,61.2
Guaviare,2024,8,2024-08-01,41.3,4.0,31.5,19.6,2.6,0.9
Huila,2024,8,2024-08-01,39.5,2.9,34.3,18.4,3.8,1.2
La_Guajira,2024,8,2024-08-01,20.5,0.2,24.1,13.5,20.7,21.0
Magdalena,2024,8,2024-08-01,38.4,0.9,28.2,21.7,5.7,5.1
Meta,2024,8,2024-08-01,35.0,2.9,46.5,11.3,2.7,1.6
Narino,2024,8,2024-08-01,37.4,1.9,23.0,28.6,8.9,0.2
Norte_de_Santander,2024,8,2024-08-01,40.0,4.0,36.3,13.9,5.0,0.8
Putumayo,2024,8,2024-08-01,24.6,0.4,43.2,18.9,11.1,1.8
Quindio,2024,8,2024-08-01,33.3,3.8,47.0,12.3,2.1,1.5
Risaralda,2024,8,2024-08-01,30.0,4.4,47.6,12.1,4.0,2.0
Santander,2024,8,2024-08-01,31.9,3.7,45.5,12.6,4.1,2.2
Sucre,2024,8,2024-08-01,42.7,0.9,20.1,22.8,9.6,4.0
Tolima,2024,8,2024-08-01,38.3,4.4,35.2,18.9,2.2,1.0
Valle,2024,8,2024-08-01,32.4,2.1,49.0,13.0,2.1,1.4
Vaupes,2024,8,2024-08-01,18.8,0.2,7.0,3.7,28.4,41.9
Vichada,2024,8,2024-08-01,11.9,0.4,11.1,5.8,53.2,17.5
