fecha,año,mes,mes_nombre,Departamento,Analfabetismo,Bajo_logro_educativo,Barreras_acceso_salud,Desempleo_larga_duracion,Inasistencia_escolar,Rezago_escolar,Sin_aseguramiento_salud,Trabajo_informal
2023-03-01,2023,3,March,Norte de Santander,9.6,49.8,1.0,10.7,4.7,28.2,13.1,84.5
2023-04-01,2023,4,April,Norte de Santander,9.6,49.8,1.0,10.7,4.7,28.2,13.1,84.5
2023-05-01,2023,5,May,Norte de Santander,9.6,49.8,1.0,10.7,4.7,28.2,13.1,84.5
2023-06-01,2023,6,June,Norte de Santander,9.6,49.8,1.0,10.7,4.7,28.2,13.1,84.5
2023-07-01,2023,7,July,Norte de Santander,9.6,49.8,1.0,10.7,4.7,28.2,13.1,84.5
2023-08-01,2023,8,August,Norte de Santander,9.6,49.8,1.0,10.7,4.7,28.2,13.1,84.5
2023-09-01,2023,9,September,Norte de Santander,9.6,49.8,1.0,10.7,4.7,28.2,13.1,84.5
2023-10-01,2023,10,October,Norte de Santander,9.6,49.8,1.0,10.7,4.7,28.2,13.1,84.5
2023-11-01,2023,11,November,Norte de Santander,9.6,49.8,1.0,10.7,4.7,28.2,13.1,84.5
2023-12-01,2023,12,December,Norte de Santander,9.6,49.8,1.0,10.7,4.7,28.2,13.1,84.5
2024-01-01,2024,1,January,Norte de Santander,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8
2024-02-01,2024,2,February,Norte de Santander,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8
2024-03-01,2024,3,March,Norte de Santander,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8
2024-04-01,2024,4,April,Norte de Santander,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8
2024-05-01,2024,5,May,Norte de Santander,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8
2024-06-01,2024,6,June,Norte de Santander,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8
2024-07-01,2024,7,July,Norte de Santander,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8
2024-08-01,2024,8,August,Norte de Santander,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8
2024-09-01,2024,9,September,Norte de Santander,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8
2024-10-01,2024,10,October,Norte de Santander,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8
2024-11-01,2024,11,November,Norte de Santander,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8
2024-12-01,2024,12,December,Norte de Santander,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8
2022-01-01,2022,1,January,Putumayo,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3
2022-02-01,2022,2,February,Putumayo,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3
2022-03-01,2022,3,March,Putumayo,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3
2022-04-01,2022,4,April,Putumayo,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3
2022-05-01,2022,5,May,Putumayo,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3
2022-06-01,2022,6,June,Putumayo,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3
2022-07-01,2022,7,July,Putumayo,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3
2022-08-01,2022,8,August,Putumayo,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3
2022-09-01,2022,9,September,Putumayo,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3
2022-10-01,2022,10,October,Putumayo,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3
2022-11-01,2022,11,November,Putumayo,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3
2022-12-01,2022,12,December,Putumayo,8.5,57.4,4.3,11.2,4.5,23.8,10.4,92.3
2023-01-01,2023,1,January,Putumayo,5.7,49.6,1.6,13.2,3.7,19.7,4.0,91.0
2023-02-01,2023,2,February,Putumayo,5.7,49.6,1.6,13.2,3.7,19.7,4.0,91.0
2023-03-01,2023,3,March,Putumayo,5.7,49.6,1.6,13.2,3.7,19.7,4.0,91.0
2023-04-01,2023,4,April,Putumayo,5.7,49.6,1.6,13.2,3.7,19.7,4.0,91.0
2023-05-01,2023,5,May,Putumayo,5.7,49.6,1.6,13.2,3.7,19.7,4.0,91.0
2023-06-01,2023,6,June,Putumayo,5.7,49.6,1.6,13.2,3.7,19.7,4.0,91.0
2023-07-01,2023,7,July,Putumayo,5.7,49.6,1.6,13.2,3.7,19.7,4.0,91.0
2023-08-01,2023,8,August,Putumayo,5.7,49.6,1.6,13.2,3.7,19.7,4.0,91.0
2023-09-01,2023,9,September,Putumayo,5.7,49.6,1.6,13.2,3.7,19.7,4.0,91.0
2023-10-01,2023,10,October,Putumayo,5.7,49.6,1.6,13.2,3.7,19.7,4.0,91.0
2023-11-01,2023,11,November,Putumayo,5.7,49.6,1.6,13.2,3.7,19.7,4.0,91.0
2023-12-01,2023,12,December,Putumayo,5.7,49.6,1.6,13.2,3.7,19.7,4.0,91.0
2024-01-01,2024,1,January,Putumayo,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5
2024-02-01,2024,2,February,Putumayo,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5
2024-03-01,2024,3,March,Putumayo,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5
2024-04-01,2024,4,April,Putumayo,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5
2024-05-01,2024,5,May,Putumayo,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5
2024-06-01,2024,6,June,Putumayo,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5
2024-07-01,2024,7,July,Putumayo,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5
2024-08-01,2024,8,August,Putumayo,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5
2024-09-01,2024,9,September,Putumayo,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5
2024-10-01,2024,10,October,Putumayo,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5
2024-11-01,2024,11,November,Putumayo,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5
2024-12-01,2024,12,December,Putumayo,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5
2022-01-01,2022,1,January,Quindío,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3
2022-02-01,2022,2,February,Quindío,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3
2022-03-01,2022,3,March,Quindío,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3
2022-04-01,2022,4,April,Quindío,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3
2022-05-01,2022,5,May,Quindío,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3
2022-06-01,2022,6,June,Quindío,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3
2022-07-01,2022,7,July,Quindío,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3
2022-08-01,2022,8,August,Quindío,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3
2022-09-01,2022,9,September,Quindío,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3
2022-10-01,2022,10,October,Quindío,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3
2022-11-01,2022,11,November,Quindío,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3
2022-12-01,2022,12,December,Quindío,6.1,40.1,0.8,17.7,1.9,18.3,8.8,69.3
2023-01-01,2023,1,January,Quindío,6.4,40.4,2.9,17.3,1.2,16.2,9.0,70.6
2023-02-01,2023,2,February,Quindío,6.4,40.4,2.9,17.3,1.2,16.2,9.0,70.6
2023-03-01,2023,3,March,Quindío,6.4,40.4,2.9,17.3,1.2,16.2,9.0,70.6
2023-04-01,2023,4,April,Quindío,6.4,40.4,2.9,17.3,1.2,16.2,9.0,70.6
2023-05-01,2023,5,May,Quindío,6.4,40.4,2.9,17.3,1.2,16.2,9.0,70.6
2023-06-01,2023,6,June,Quindío,6.4,40.4,2.9,17.3,1.2,16.2,9.0,70.6
2023-07-01,2023,7,July,Quindío,6.4,40.4,2.9,17.3,1.2,16.2,9.0,70.6
2023-08-01,2023,8,August,Quindío,6.4,40.4,2.9,17.3,1.2,16.2,9.0,70.6
2023-09-01,2023,9,September,Quindío,6.4,40.4,2.9,17.3,1.2,16.2,9.0,70.6
2023-10-01,2023,10,October,Quindío,6.4,40.4,2.9,17.3,1.2,16.2,9.0,70.6
2023-11-01,2023,11,November,Quindío,6.4,40.4,2.9,17.3,1.2,16.2,9.0,70.6
2023-12-01,2023,12,December,Quindío,6.4,40.4,2.9,17.3,1.2,16.2,9.0,70.6
