departamento,año,mes,fecha,Vida_general,Salud,Seguridad,Trabajo_actividad,Tiempo_libre,Ingreso
Magdalena,2024,7,2024-01-01,8.0,8.1,7.6,7.5,7.9,7.0
Magdalena,2024,8,2024-01-01,8.0,8.1,7.6,7.5,7.9,7.0
Magdalena,2024,9,2024-01-01,8.0,8.1,7.6,7.5,7.9,7.0
Magdalena,2024,10,2024-01-01,8.0,8.1,7.6,7.5,7.9,7.0
Magdalena,2024,11,2024-01-01,8.0,8.1,7.6,7.5,7.9,7.0
Magdalena,2024,12,2024-01-01,8.0,8.1,7.6,7.5,7.9,7.0
Meta,2024,1,2024-01-01,8.4,8.0,7.2,7.5,8.0,7.0
Meta,2024,2,2024-01-01,8.4,8.0,7.2,7.5,8.0,7.0
Meta,2024,3,2024-01-01,8.4,8.0,7.2,7.5,8.0,7.0
Meta,2024,4,2024-01-01,8.4,8.0,7.2,7.5,8.0,7.0
Meta,2024,5,2024-01-01,8.4,8.0,7.2,7.5,8.0,7.0
Meta,2024,6,2024-01-01,8.4,8.0,7.2,7.5,8.0,7.0
Meta,2024,7,2024-01-01,8.4,8.0,7.2,7.5,8.0,7.0
Meta,2024,8,2024-01-01,8.4,8.0,7.2,7.5,8.0,7.0
Meta,2024,9,2024-01-01,8.4,8.0,7.2,7.5,8.0,7.0
Meta,2024,10,2024-01-01,8.4,8.0,7.2,7.5,8.0,7.0
Meta,2024,11,2024-01-01,8.4,8.0,7.2,7.5,8.0,7.0
Meta,2024,12,2024-01-01,8.4,8.0,7.2,7.5,8.0,7.0
Narino,2024,1,2024-01-01,7.4,6.9,6.6,6.2,6.8,5.6
Narino,2024,2,2024-01-01,7.4,6.9,6.6,6.2,6.8,5.6
Narino,2024,3,2024-01-01,7.4,6.9,6.6,6.2,6.8,5.6
Narino,2024,4,2024-01-01,7.4,6.9,6.6,6.2,6.8,5.6
Narino,2024,5,2024-01-01,7.4,6.9,6.6,6.2,6.8,5.6
Narino,2024,6,2024-01-01,7.4,6.9,6.6,6.2,6.8,5.6
Narino,2024,7,2024-01-01,7.4,6.9,6.6,6.2,6.8,5.6
Narino,2024,8,2024-01-01,7.4,6.9,6.6,6.2,6.8,5.6
Narino,2024,9,2024-01-01,7.4,6.9,6.6,6.2,6.8,5.6
Narino,2024,10,2024-01-01,7.4,6.9,6.6,6.2,6.8,5.6
Narino,2024,11,2024-01-01,7.4,6.9,6.6,6.2,6.8,5.6
Narino,2024,12,2024-01-01,7.4,6.9,6.6,6.2,6.8,5.6
Norte_de_Santander,2024,1,2024-01-01,8.3,8.0,7.5,7.2,8.2,6.7
Norte_de_Santander,2024,2,2024-01-01,8.3,8.0,7.5,7.2,8.2,6.7
Norte_de_Santander,2024,3,2024-01-01,8.3,8.0,7.5,7.2,8.2,6.7
Norte_de_Santander,2024,4,2024-01-01,8.3,8.0,7.5,7.2,8.2,6.7
Norte_de_Santander,2024,5,2024-01-01,8.3,8.0,7.5,7.2,8.2,6.7
Norte_de_Santander,2024,6,2024-01-01,8.3,8.0,7.5,7.2,8.2,6.7
Norte_de_Santander,2024,7,2024-01-01,8.3,8.0,7.5,7.2,8.2,6.7
Norte_de_Santander,2024,8,2024-01-01,8.3,8.0,7.5,7.2,8.2,6.7
Norte_de_Santander,2024,9,2024-01-01,8.3,8.0,7.5,7.2,8.2,6.7
Norte_de_Santander,2024,10,2024-01-01,8.3,8.0,7.5,7.2,8.2,6.7
Norte_de_Santander,2024,11,2024-01-01,8.3,8.0,7.5,7.2,8.2,6.7
Norte_de_Santander,2024,12,2024-01-01,8.3,8.0,7.5,7.2,8.2,6.7
Putumayo,2024,1,2024-01-01,8.1,8.1,8.1,7.0,7.4,6.2
Putumayo,2024,2,2024-01-01,8.1,8.1,8.1,7.0,7.4,6.2
Putumayo,2024,3,2024-01-01,8.1,8.1,8.1,7.0,7.4,6.2
Putumayo,2024,4,2024-01-01,8.1,8.1,8.1,7.0,7.4,6.2
Putumayo,2024,5,2024-01-01,8.1,8.1,8.1,7.0,7.4,6.2
Putumayo,2024,6,2024-01-01,8.1,8.1,8.1,7.0,7.4,6.2
Putumayo,2024,7,2024-01-01,8.1,8.1,8.1,7.0,7.4,6.2
Putumayo,2024,8,2024-01-01,8.1,8.1,8.1,7.0,7.4,6.2
Putumayo,2024,9,2024-01-01,8.1,8.1,8.1,7.0,7.4,6.2
Putumayo,2024,10,2024-01-01,8.1,8.1,8.1,7.0,7.4,6.2
Putumayo,2024,11,2024-01-01,8.1,8.1,8.1,7.0,7.4,6.2
Putumayo,2024,12,2024-01-01,8.1,8.1,8.1,7.0,7.4,6.2
Quindio,2024,1,2024-01-01,8.4,8.2,8.0,7.6,8.0,7.5
Quindio,2024,2,2024-01-01,8.4,8.2,8.0,7.6,8.0,7.5
Quindio,2024,3,2024-01-01,8.4,8.2,8.0,7.6,8.0,7.5
Quindio,2024,4,2024-01-01,8.4,8.2,8.0,7.6,8.0,7.5
Quindio,2024,5,2024-01-01,8.4,8.2,8.0,7.6,8.0,7.5
Quindio,2024,6,2024-01-01,8.4,8.2,8.0,7.6,8.0,7.5
Quindio,2024,7,2024-01-01,8.4,8.2,8.0,7.6,8.0,7.5
Quindio,2024,8,2024-01-01,8.4,8.2,8.0,7.6,8.0,7.5
Quindio,2024,9,2024-01-01,8.4,8.2,8.0,7.6,8.0,7.5
Quindio,2024,10,2024-01-01,8.4,8.2,8.0,7.6,8.0,7.5
Quindio,2024,11,2024-01-01,8.4,8.2,8.0,7.6,8.0,7.5
Quindio,2024,12,2024-01-01,8.4,8.2,8.0,7.6,8.0,7.5
Risaralda,2024,1,2024-01-01,8.5,8.1,8.0,7.8,8.0,7.4
Risaralda,2024,2,2024-01-01,8.5,8.1,8.0,7.8,8.0,7.4
Risaralda,2024,3,2024-01-01,8.5,8.1,8.0,7.8,8.0,7.4
Risaralda,2024,4,2024-01-01,8.5,8.1,8.0,7.8,8.0,7.4
Risaralda,2024,5,2024-01-01,8.5,8.1,8.0,7.8,8.0,7.4
Risaralda,2024,6,2024-01-01,8.5,8.1,8.0,7.8,8.0,7.4
Risaralda,2024,7,2024-01-01,8.5,8.1,8.0,7.8,8.0,7.4
Risaralda,2024,8,2024-01-01,8.5,8.1,8.0,7.8,8.0,7.4
Risaralda,2024,9,2024-01-01,8.5,8.1,8.0,7.8,8.0,7.4
Risaralda,2024,10,2024-01-01,8.5,8.1,8.0,7.8,8.0,7.4
Risaralda,2024,11,2024-01-01,8.5,8.1,8.0,7.8,8.0,7.4
Risaralda,2024,12,2024-01-01,8.5,8.1,8.0,7.8,8.0,7.4
Santander,2024,1,2024-01-01,8.6,8.3,8.1,7.9,8.1,7.6
Santander,2024,2,2024-01-01,8.6,8.3,8.1,7.9,8.1,7.6
Santander,2024,3,2024-01-01,8.6,8.3,8.1,7.9,8.1,7.6
Santander,2024,4,2024-01-01,8.6,8.3,8.1,7.9,8.1,7.6
Santander,2024,5,2024-01-01,8.6,8.3,8.1,7.9,8.1,7.6
Santander,2024,6,2024-01-01,8.6,8.3,8.1,7.9,8.1,7.6
Santander,2024,7,2024-01-01,8.6,8.3,8.1,7.9,8.1,7.6
Santander,2024,8,2024-01-01,8.6,8.3,8.1,7.9,8.1,7.6
Santander,2024,9,2024-01-01,8.6,8.3,8.1,7.9,8.1,7.6
Santander,2024,10,2024-01-01,8.6,8.3,8.1,7.9,8.1,7.6
Santander,2024,11,2024-01-01,8.6,8.3,8.1,7.9,8.1,7.6
Santander,2024,12,2024-01-01,8.6,8.3,8.1,7.9,8.1,7.6
Sucre,2024,1,2024-01-01,8.1,8.1,7.8,7.0,7.3,5.8
Sucre,2024,2,2024-01-01,8.1,8.1,7.8,7.0,7.3,5.8
Sucre,2024,3,2024-01-01,8.1,8.1,7.8,7.0,7.3,5.8
Sucre,2024,4,2024-01-01,8.1,8.1,7.8,7.0,7.3,5.8
Sucre,2024,5,2024-01-01,8.1,8.1,7.8,7.0,7.3,5.8
Sucre,2024,6,2024-01-01,8.1,8.1,7.8,7.0,7.3,5.8
Sucre,2024,7,2024-01-01,8.1,8.1,7.8,7.0,7.3,5.8
Sucre,2024,8,2024-01-01,8.1,8.1,7.8,7.0,7.3,5.8
Sucre,2024,9,2024-01-01,8.1,8.1,7.8,7.0,7.3,5.8
Sucre,2024,10,2024-01-01,8.1,8.1,7.8,7.0,7.3,5.8
Sucre,2024,11,2024-01-01,8.1,8.1,7.8,7.0,7.3,5.8
Sucre,2024,12,2024-01-01,8.1,8.1,7.8,7.0,7.3,5.8
Tolima,2024,1,2024-01-01,8.1,7.9,7.7,7.5,7.7,6.5
Tolima,2024,2,2024-01-01,8.1,7.9,7.7,7.5,7.7,6.5
Tolima,2024,3,2024-01-01,8.1,7.9,7.7,7.5,7.7,6.5
Tolima,2024,4,2024-01-01,8.1,7.9,7.7,7.5,7.7,6.5
Tolima,2024,5,2024-01-01,8.1,7.9,7.7,7.5,7.7,6.5
Tolima,2024,6,2024-01-01,8.1,7.9,7.7,7.5,7.7,6.5
Tolima,2024,7,2024-01-01,8.1,7.9,7.7,7.5,7.7,6.5
Tolima,2024,8,2024-01-01,8.1,7.9,7.7,7.5,7.7,6.5
Tolima,2024,9,2024-01-01,8.1,7.9,7.7,7.5,7.7,6.5
Tolima,2024,10,2024-01-01,8.1,7.9,7.7,7.5,7.7,6.5
Tolima,2024,11,2024-01-01,8.1,7.9,7.7,7.5,7.7,6.5
Tolima,2024,12,2024-01-01,8.1,7.9,7.7,7.5,7.7,6.5
Valle,2024,1,2024-01-01,8.5,8.3,7.8,7.7,8.0,7.3
Valle,2024,2,2024-01-01,8.5,8.3,7.8,7.7,8.0,7.3
Valle,2024,3,2024-01-01,8.5,8.3,7.8,7.7,8.0,7.3
Valle,2024,4,2024-01-01,8.5,8.3,7.8,7.7,8.0,7.3
Valle,2024,5,2024-01-01,8.5,8.3,7.8,7.7,8.0,7.3
Valle,2024,6,2024-01-01,8.5,8.3,7.8,7.7,8.0,7.3
Valle,2024,7,2024-01-01,8.5,8.3,7.8,7.7,8.0,7.3
Valle,2024,8,2024-01-01,8.5,8.3,7.8,7.7,8.0,7.3
Valle,2024,9,2024-01-01,8.5,8.3,7.8,7.7,8.0,7.3
Valle,2024,10,2024-01-01,8.5,8.3,7.8,7.7,8.0,7.3
Valle,2024,11,2024-01-01,8.5,8.3,7.8,7.7,8.0,7.3
Valle,2024,12,2024-01-01,8.5,8.3,7.8,7.7,8.0,7.3
Vaupes,2024,1,2024-01-01,7.9,8.2,8.1,6.9,7.9,5.5
Vaupes,2024,2,2024-01-01,7.9,8.2,8.1,6.9,7.9,5.5
Vaupes,2024,3,2024-01-01,7.9,8.2,8.1,6.9,7.9,5.5
Vaupes,2024,4,2024-01-01,7.9,8.2,8.1,6.9,7.9,5.5
Vaupes,2024,5,2024-01-01,7.9,8.2,8.1,6.9,7.9,5.5
Vaupes,2024,6,2024-01-01,7.9,8.2,8.1,6.9,7.9,5.5
Vaupes,2024,7,2024-01-01,7.9,8.2,8.1,6.9,7.9,5.5
Vaupes,2024,8,2024-01-01,7.9,8.2,8.1,6.9,7.9,5.5
Vaupes,2024,9,2024-01-01,7.9,8.2,8.1,6.9,7.9,5.5
Vaupes,2024,10,2024-01-01,7.9,8.2,8.1,6.9,7.9,5.5
Vaupes,2024,11,2024-01-01,7.9,8.2,8.1,6.9,7.9,5.5
Vaupes,2024,12,2024-01-01,7.9,8.2,8.1,6.9,7.9,5.5
Vichada,2024,1,2024-01-01,8.2,8.3,8.2,7.5,7.9,7.3
Vichada,2024,2,2024-01-01,8.2,8.3,8.2,7.5,7.9,7.3
Vichada,2024,3,2024-01-01,8.2,8.3,8.2,7.5,7.9,7.3
Vichada,2024,4,2024-01-01,8.2,8.3,8.2,7.5,7.9,7.3
Vichada,2024,5,2024-01-01,8.2,8.3,8.2,7.5,7.9,7.3
Vichada,2024,6,2024-01-01,8.2,8.3,8.2,7.5,7.9,7.3
Vichada,2024,7,2024-01-01,8.2,8.3,8.2,7.5,7.9,7.3
Vichada,2024,8,2024-01-01,8.2,8.3,8.2,7.5,7.9,7.3
Vichada,2024,9,2024-01-01,8.2,8.3,8.2,7.5,7.9,7.3
Vichada,2024,10,2024-01-01,8.2,8.3,8.2,7.5,7.9,7.3
Vichada,2024,11,2024-01-01,8.2,8.3,8.2,7.5,7.9,7.3
Vichada,2024,12,2024-01-01,8.2,8.3,8.2,7.5,7.9,7.3
