departamento,año,mes,fecha,Analfabetismo,Bajo_logro_educativo,Barreras_acceso_salud,Desempleo_larga_duracion,Inasistencia_escolar,Rezago_escolar,Sin_aseguramiento_salud,Trabajo_informal,IPM_Total,Vida_general,Salud,Seguridad,Trabajo_actividad,Tiempo_libre,Ingreso,Propia_totalmente_pagada,Propia_la_estan_pagando,En_arriendo_o_subarriendo,Con_permiso_sin_pago,Posesion_sin_titulo,Propiedad_colectiva,Deficit_cuantitativo,Deficit_cualitativo,Deficit_habitacional,No_alcanzan_gastos_minimos,Alcanzan_gastos_minimos,Cubren_mas_gastos_minimos,Pobreza_monetaria,No_pobres,Energia,Gas_natural,Acueducto,Alcantarillado,Recoleccion_basura,Telefono_fijo,Ningun_servicio,precipitacion_promedio,temperatura_promedio,ndvi_promedio,IPC_Total,FIES_preocupacion_alimentos,FIES_no_alimentos_saludables,FIES_poca_variedad_alimentos,FIES_saltar_comida,FIES_comio_menos,FIES_sin_alimentos,FIES_hambre_sin_comer,FIES_no_comio_dia_entero,FIES_leve_moderado,FIES_grave,FIES_moderada,FIES_inseguridad_alimentaria
Quindio,2024,mayo,2024-05-01,5.0,40.2,2.6,15.8,1.5,15.1,9.6,71.5,7.4,8.4,8.2,8.0,7.6,8.0,7.5,33.3,3.8,47.0,12.3,2.1,1.5,5.0,10.8,15.8,34.4,55.7,10.0,42.9,57.1,99.8,82.9,98.0,88.9,95.8,16.3,0.0,9.643751825904369,18.64442760534348,0.5823703339478847,180.88,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4,20.0,3.7,16.3,moderado
Risaralda,2024,mayo,2024-05-01,6.2,42.0,6.0,16.7,1.2,18.9,7.8,65.6,9.5,8.5,8.1,8.0,7.8,8.0,7.4,30.0,4.4,47.6,12.1,4.0,2.0,3.8,14.5,18.3,26.6,61.1,12.3,28.5,71.5,99.5,82.2,93.1,86.0,90.5,27.4,0.3,10.28042602080784,19.25366749097977,0.6996308541794143,178.79,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6,20.5,3.8,16.7,moderado
Santander,2024,mayo,2024-05-01,5.4,39.3,0.5,12.9,2.6,21.7,3.9,74.0,6.8,8.6,8.3,8.1,7.9,8.1,7.6,31.9,3.7,45.5,12.6,4.1,2.2,4.4,13.7,18.1,25.0,63.5,11.5,30.0,70.0,99.7,78.6,92.8,79.3,82.6,23.3,0.2,10.67678598599539,22.730519308626,0.7744003954790508,188.33,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2,16.2,2.2,14.0,moderado
Sucre,2024,mayo,2024-05-01,17.9,51.6,2.6,13.7,1.6,29.5,2.4,90.3,21.8,8.1,8.1,7.8,7.0,7.3,5.8,42.7,0.9,20.1,22.8,9.6,4.0,10.4,46.1,56.5,65.0,32.7,2.3,78.6,21.4,99.4,56.8,87.3,54.6,64.2,2.5,0.4,8.511259480202552,28.2848317406605,0.6011417321631901,172.58,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3,49.5,11.9,37.6,severo
Tolima,2024,mayo,2024-05-01,7.4,49.3,6.1,15.0,2.2,19.6,4.7,78.0,12.6,8.1,7.9,7.7,7.5,7.7,6.5,38.3,4.4,35.2,18.9,2.2,1.0,5.4,18.9,24.3,37.4,51.7,10.9,49.1,50.9,99.6,79.2,90.4,75.3,77.4,8.5,0.2,7.929080661214091,21.33002274864194,0.7449152255705307,183.74,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4,25.6,3.1,22.5,moderado
Valle Del Cauca,2024,mayo,2024-05-01,4.5,33.2,1.2,14.6,1.7,20.6,6.6,67.0,6.2,8.5,8.3,7.8,7.7,8.0,7.3,32.4,2.1,49.0,13.0,2.1,1.4,3.3,11.3,14.7,32.2,58.7,9.1,36.2,63.8,99.7,83.7,97.5,91.1,96.1,16.7,0.3,7.016559536167687,19.48382588088896,0.6696195840930597,189.84,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9,20.7,4.4,16.3,moderado
Vaupes,2024,mayo,2024-05-01,9.8,58.6,7.6,7.7,4.4,38.5,1.1,88.0,37.4,7.9,8.2,8.1,6.9,7.9,5.5,18.8,0.2,7.0,3.7,28.4,41.9,84.6,6.1,90.7,70.1,29.3,0.6,85.5,14.5,89.9,0.0,27.7,24.6,28.4,0.0,11.2,13.56214280402505,25.5946649952808,0.5110290688523836,172.43,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5,46.1,6.8,39.3,moderado
Vichada,2024,mayo,2024-05-01,35.1,82.7,2.6,18.7,27.1,35.0,17.1,94.7,70.2,8.2,8.3,8.2,7.5,7.9,7.3,11.9,0.4,11.1,5.8,53.2,17.5,24.2,68.7,92.9,59.1,40.1,0.9,75.6,24.4,43.4,0.0,48.0,0.3,23.7,0.3,63.6,11.58897714708548,27.16683109569232,0.5523673932534852,172.43,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0,42.5,2.7,39.8,moderado
Amazonas,2024,junio,2024-06-01,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6,15.6,8.3,8.4,8.1,7.7,8.0,7.2,37.6,0.2,16.4,8.5,13.5,23.8,62.4,23.1,85.5,31.1,61.9,7.1,40.6,59.4,95.7,0.0,45.3,30.6,52.4,0.5,8.3,9.485443868181216,25.86041219010721,0.5214324605150747,172.72,35.0,21.8,27.4,13.8,17.8,10.2,5.5,2.7,19.1,2.7,16.4,moderado
Antioquia,2024,junio,2024-06-01,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6,10.9,8.6,8.3,8.4,7.8,8.0,7.0,36.4,3.5,44.9,12.3,1.9,1.0,4.8,18.1,22.9,35.5,55.8,8.7,32.6,67.4,99.9,68.3,92.4,81.6,92.3,21.5,0.1,12.38261871350133,22.5162650216152,0.6672067125800336,178.38,41.3,39.2,36.5,18.3,25.4,11.7,13.2,14.2,27.9,4.7,23.2,moderado
Arauca,2024,junio,2024-06-01,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8,17.7,7.9,7.9,7.5,7.2,7.7,7.1,29.6,1.3,38.5,17.8,11.4,1.5,27.0,21.8,48.9,27.1,69.0,3.9,56.9,43.1,97.9,22.5,65.2,52.1,67.1,0.6,1.4,13.0420955489009,26.18857149159613,0.6387889764253787,172.72,33.4,25.8,30.7,16.2,20.9,8.7,16.9,4.2,21.8,2.8,19.0,moderado
Atlantico,2024,junio,2024-06-01,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5,9.5,8.1,7.9,6.5,7.2,7.7,6.5,42.9,3.0,30.9,18.7,3.6,0.8,3.2,25.7,28.9,49.8,45.0,5.2,49.9,50.1,99.9,90.7,97.8,85.4,96.7,21.1,0.0,6.803398211735529,28.43326143608794,0.6574517672973252,173.17,50.6,41.6,46.6,36.3,39.3,21.6,22.1,5.7,40.0,9.3,30.7,severo
Bogotá,2024,junio,2024-06-01,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3,5.4,8.0,8.0,7.3,7.4,7.7,7.3,34.5,6.7,50.5,6.5,0.6,1.2,0.6,6.6,7.2,16.6,69.8,13.7,17.0,83.0,99.9,95.1,99.9,99.3,99.8,34.8,0.0,6.060670252038616,18.41082433167236,0.6547454971449644,182.24,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2,13.9,2.8,11.1,leve
Bolivar,2024,junio,2024-06-01,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6,15.6,8.1,8.4,7.2,7.2,7.9,6.8,41.8,0.9,28.4,20.3,7.7,1.0,9.7,45.1,54.8,38.5,55.8,5.8,53.8,46.2,99.0,67.8,85.5,52.1,75.1,11.6,0.6,10.67163345113507,26.79473567512435,0.6882612404032924,175.23,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6,35.8,6.3,29.5,moderado
Boyaca,2024,junio,2024-06-01,6.1,45.2,3.1,15.1,1.3,22.2,3.1,74.3,6.9,8.0,7.8,8.0,7.7,7.6,7.2,43.8,2.6,37.4,13.6,1.5,1.0,2.4,19.2,21.6,32.4,63.1,4.5,31.1,68.9,99.6,64.3,93.7,65.0,69.3,2.4,0.1,8.683695370430685,17.04021965279084,0.6560947761703424,183.64,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6,18.6,2.3,16.3,moderado
Caldas,2024,junio,2024-06-01,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1,9.2,8.2,7.9,8.0,7.5,7.6,7.1,38.6,4.2,43.8,9.2,0.7,3.5,2.5,17.2,19.6,28.2,61.6,10.2,29.7,70.3,100.0,72.3,92.8,81.6,89.3,14.4,0.1,9.370858116284843,19.28035654641057,0.739031703651182,180.08,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7,12.8,2.4,10.4,leve
Caqueta,2024,junio,2024-06-01,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4,13.9,8.6,8.4,8.2,7.5,8.1,6.7,26.4,0.8,41.5,23.5,6.4,1.4,28.8,14.5,43.3,44.5,50.6,4.9,70.2,29.8,98.6,57.4,76.0,68.9,73.5,1.6,1.3,9.41079221921165,24.22536524468484,0.7249602053406562,181.45,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5,17.8,0.9,16.9,moderado
Casanare,2024,junio,2024-06-01,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1,11.3,8.6,8.1,7.6,7.6,7.8,6.7,35.2,2.0,44.5,12.2,5.1,0.9,6.9,25.0,31.9,45.8,49.9,4.3,51.7,48.3,98.3,85.7,84.7,70.3,80.7,1.8,1.4,13.84179478646257,26.12359866052755,0.6566148999099202,172.72,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3,34.4,6.2,28.2,moderado
Cauca,2024,junio,2024-06-01,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3,14.0,7.8,7.8,7.1,6.7,7.1,5.9,43.6,1.6,19.6,19.9,5.8,9.6,11.7,28.0,39.7,41.8,54.8,3.3,57.2,42.8,99.4,27.4,84.8,42.5,43.7,2.8,0.9,5.878779379875655,18.26350338430196,0.6970823924091626,189.26,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7,27.8,3.8,24.0,moderado
Cesar,2024,junio,2024-06-01,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5,13.4,8.3,8.2,7.1,7.0,7.8,6.7,35.4,1.6,35.9,19.5,5.2,2.4,6.9,35.7,42.5,45.6,50.8,3.5,60.3,39.7,99.6,73.9,90.9,77.0,82.1,5.2,1.8,8.367261922088558,26.18125332268733,0.6828503253511353,172.24,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3,30.3,5.4,24.9,moderado
Choco,2024,junio,2024-06-01,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1,33.9,7.1,7.1,6.5,6.3,6.9,6.1,64.5,0.2,14.4,11.1,7.6,2.1,44.4,42.8,87.2,56.5,42.2,1.3,87.0,13.0,96.6,0.0,41.6,16.7,55.0,0.6,4.4,15.87938917363556,25.19900391801238,0.6239780632724374,172.72,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6,36.3,6.4,29.9,moderado
Cundinamarca,2024,junio,2024-06-01,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5,7.4,8.0,7.7,7.5,7.1,7.6,6.8,28.3,7.2,52.9,8.9,1.0,1.7,1.6,13.8,15.5,34.3,57.9,7.9,31.2,68.8,99.7,79.8,97.1,81.5,88.1,11.4,0.0,6.060670252038616,18.41082433167236,0.6547454971449644,182.24,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6,22.6,7.3,15.3,severo
Cordoba,2024,junio,2024-06-01,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7,25.7,7.9,7.9,8.2,6.8,7.6,6.1,43.9,0.8,20.6,25.1,8.0,1.5,23.0,36.5,59.5,64.5,33.7,1.8,73.4,26.6,99.6,49.8,72.0,43.3,60.4,1.9,0.3,10.49686518340766,27.0209777491272,0.7028025664748712,176.74,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8,47.6,9.4,38.2,severo
Guainia,2024,junio,2024-06-01,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6,49.0,7.6,7.6,7.0,7.0,7.1,6.6,10.5,0.4,14.1,5.2,8.5,61.2,53.7,30.2,83.9,49.5,47.4,3.1,72.0,28.0,80.1,0.0,21.7,21.9,28.1,0.2,15.6,12.76129320822743,25.54024477618252,0.6077945634782252,172.72,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9,37.5,6.6,30.9,moderado
Guaviare,2024,junio,2024-06-01,8.6,54.7,6.1,8.7,4.8,24.5,8.8,84.2,21.3,8.3,7.9,7.9,7.3,7.4,6.1,41.3,4.0,31.5,19.6,2.6,0.9,44.8,17.5,62.4,52.2,42.1,5.7,56.9,43.1,96.8,24.0,54.2,48.5,61.1,0.1,4.5,9.403577763998827,25.08052854827772,0.7486768368151204,172.72,51.3,42.2,43.9,27.5,31.6,13.3,18.7,5.9,33.6,7.0,26.6,severo
Huila,2024,junio,2024-06-01,6.5,51.7,0.5,12.9,3.6,24.0,4.2,82.0,10.9,8.4,8.1,7.3,7.3,7.6,6.9,39.5,2.9,34.3,18.4,3.8,1.2,3.6,23.1,26.7,42.6,53.7,3.7,48.7,51.3,99.7,71.1,91.7,67.6,70.0,9.3,0.3,4.998664654839982,18.7834271541595,0.728631198045498,194.03,46.1,28.7,29.0,9.4,14.7,4.0,4.6,5.4,17.3,1.3,16.0,moderado
Guajira,2024,junio,2024-06-01,20.7,54.4,1.4,9.7,2.5,36.4,7.4,90.6,39.3,7.9,7.9,7.2,6.6,7.3,6.3,20.5,0.2,24.1,13.5,20.7,21.0,6.2,44.1,50.2,66.0,32.2,1.8,72.3,27.7,70.6,44.2,52.8,47.3,53.9,1.3,29.9,3.117527458213325,28.7450718293867,0.5306275123024868,172.5,66.9,48.5,62.1,47.6,53.3,31.0,35.0,13.3,52.4,15.7,36.7,severo
Magdalena,2024,junio,2024-06-01,14.0,45.3,2.3,12.8,2.3,28.8,4.2,86.7,19.2,8.0,8.1,7.6,7.5,7.9,7.0,38.4,0.9,28.2,21.7,5.7,5.1,7.7,48.9,56.6,48.1,47.1,4.8,63.5,36.5,99.1,70.4,88.3,57.0,73.6,5.3,0.2,8.064499644453482,27.0438468218058,0.6867990254329963,171.84,47.6,38.9,43.8,27.4,32.0,14.4,13.9,4.8,32.1,5.8,26.3,moderado
Meta,2024,junio,2024-06-01,6.1,40.5,1.9,12.2,2.5,23.8,6.8,72.8,10.4,8.4,8.0,7.2,7.5,8.0,7.0,35.0,2.9,46.5,11.3,2.7,1.6,9.3,18.9,28.2,24.2,69.3,6.5,20.6,79.4,98.9,70.9,84.0,79.9,85.9,5.6,1.2,12.85332142566073,25.36398554717713,0.7062547755410918,183.28,29.1,26.5,28.5,13.9,17.7,5.9,6.9,1.8,18.2,2.4,15.8,moderado
Narino,2024,junio,2024-06-01,14.7,60.5,6.5,12.2,1.6,22.4,4.0,88.8,18.1,7.4,6.9,6.6,6.2,6.8,5.6,37.4,1.9,23.0,28.6,8.9,0.2,19.5,23.5,43.0,55.4,41.3,3.2,66.9,33.1,99.9,13.6,76.0,41.8,54.5,3.9,2.0,7.2606615649911,19.19395968842251,0.6172031233164981,175.22,61.1,50.0,55.3,25.0,37.8,15.8,17.3,5.1,37.2,7.6,29.6,severo
Norte De Santander,2024,junio,2024-06-01,8.5,48.2,2.0,11.3,3.7,27.7,9.7,80.8,15.2,8.3,8.0,7.5,7.2,8.2,6.7,40.0,4.0,36.3,13.9,5.0,0.8,9.2,21.4,30.6,32.6,59.9,7.5,44.8,55.2,99.8,59.4,87.6,83.4,85.5,8.2,0.4,6.813728908269928,21.64652061445255,0.6991806364927771,187.2,38.6,37.3,32.0,15.3,25.0,10.3,13.9,14.7,24.8,5.6,19.2,moderado
Putumayo,2024,junio,2024-06-01,7.1,55.9,1.9,7.3,1.8,17.0,3.7,90.5,11.8,8.1,8.1,8.1,7.0,7.4,6.2,24.6,0.4,43.2,18.9,11.1,1.8,39.2,22.7,62.0,32.5,65.4,2.1,69.5,30.5,91.1,15.2,56.0,51.9,60.6,0.3,5.2,13.01644070991879,23.64311123565147,0.6851783919548546,172.72,45.9,43.8,50.6,16.3,25.9,8.3,8.9,2.0,28.0,2.4,25.6,moderado
Quindio,2024,junio,2024-06-01,5.0,40.2,2.6,15.8,1.5,15.1,9.6,71.5,7.4,8.4,8.2,8.0,7.6,8.0,7.5,33.3,3.8,47.0,12.3,2.1,1.5,5.0,10.8,15.8,34.4,55.7,10.0,42.9,57.1,99.8,82.9,98.0,88.9,95.8,16.3,0.0,7.066124250693573,18.14066242441944,0.6867095112950692,182.21,37.3,27.1,29.6,14.2,20.3,8.3,9.7,3.4,20.0,3.7,16.3,moderado
Risaralda,2024,junio,2024-06-01,6.2,42.0,6.0,16.7,1.2,18.9,7.8,65.6,9.5,8.5,8.1,8.0,7.8,8.0,7.4,30.0,4.4,47.6,12.1,4.0,2.0,3.8,14.5,18.3,26.6,61.1,12.3,28.5,71.5,99.5,82.2,93.1,86.0,90.5,27.4,0.3,9.310603062185807,18.56155867563946,0.7176312175997439,179.26,33.9,30.3,33.5,13.4,20.0,7.4,9.6,2.6,20.5,3.8,16.7,moderado
Santander,2024,junio,2024-06-01,5.4,39.3,0.5,12.9,2.6,21.7,3.9,74.0,6.8,8.6,8.3,8.1,7.9,8.1,7.6,31.9,3.7,45.5,12.6,4.1,2.2,4.4,13.7,18.1,25.0,63.5,11.5,30.0,70.0,99.7,78.6,92.8,79.3,82.6,23.3,0.2,9.483826700647937,22.21249176784643,0.7356757315860157,187.16,31.0,25.3,26.8,10.4,16.5,5.7,7.3,2.2,16.2,2.2,14.0,moderado
Sucre,2024,junio,2024-06-01,17.9,51.6,2.6,13.7,1.6,29.5,2.4,90.3,21.8,8.1,8.1,7.8,7.0,7.3,5.8,42.7,0.9,20.1,22.8,9.6,4.0,10.4,46.1,56.5,65.0,32.7,2.3,78.6,21.4,99.4,56.8,87.3,54.6,64.2,2.5,0.4,10.1053228728778,27.66373263351507,0.5903918933058425,171.0,65.2,53.5,62.9,43.1,46.1,29.4,24.4,13.3,49.5,11.9,37.6,severo
Tolima,2024,junio,2024-06-01,7.4,49.3,6.1,15.0,2.2,19.6,4.7,78.0,12.6,8.1,7.9,7.7,7.5,7.7,6.5,38.3,4.4,35.2,18.9,2.2,1.0,5.4,18.9,24.3,37.4,51.7,10.9,49.1,50.9,99.6,79.2,90.4,75.3,77.4,8.5,0.2,5.708316154682547,20.83166615824559,0.7079768894507631,184.22,44.2,36.7,36.3,14.5,23.7,8.4,11.2,6.4,25.6,3.1,22.5,moderado
Valle Del Cauca,2024,junio,2024-06-01,4.5,33.2,1.2,14.6,1.7,20.6,6.6,67.0,6.2,8.5,8.3,7.8,7.7,8.0,7.3,32.4,2.1,49.0,13.0,2.1,1.4,3.3,11.3,14.7,32.2,58.7,9.1,36.2,63.8,99.7,83.7,97.5,91.1,96.1,16.7,0.3,5.663043224765145,18.94493193687672,0.6630851788255923,190.29,36.6,24.2,30.9,13.2,23.0,10.5,10.5,2.9,20.7,4.4,16.3,moderado
Vaupes,2024,junio,2024-06-01,9.8,58.6,7.6,7.7,4.4,38.5,1.1,88.0,37.4,7.9,8.2,8.1,6.9,7.9,5.5,18.8,0.2,7.0,3.7,28.4,41.9,84.6,6.1,90.7,70.1,29.3,0.6,85.5,14.5,89.9,0.0,27.7,24.6,28.4,0.0,11.2,11.43401916970174,25.12836096585432,0.7396893688323483,172.72,63.5,40.1,55.7,46.7,45.9,20.7,16.9,7.5,46.1,6.8,39.3,moderado
Vichada,2024,junio,2024-06-01,35.1,82.7,2.6,18.7,27.1,35.0,17.1,94.7,70.2,8.2,8.3,8.2,7.5,7.9,7.3,11.9,0.4,11.1,5.8,53.2,17.5,24.2,68.7,92.9,59.1,40.1,0.9,75.6,24.4,43.4,0.0,48.0,0.3,23.7,0.3,63.6,15.13802198723247,26.20879321039043,0.5373351128919363,172.72,68.1,35.3,48.6,29.5,30.5,7.6,19.8,36.0,42.5,2.7,39.8,moderado
Amazonas,2024,julio,2024-07-01,7.7,43.2,5.1,5.3,1.9,29.8,3.7,81.6,15.6,8.3,8.4,8.1,7.7,8.0,7.2,37.6,0.2,16.4,8.5,13.5,23.8,62.4,23.1,85.5,31.1,61.9,7.1,40.6,59.4,95.7,0.0,45.3,30.6,52.4,0.5,8.3,6.070680354256006,25.43286290309525,0.5496186142633663,173.31,35.0,21.8,27.4,13.8,17.8,10.2,5.5,2.7,19.1,2.7,16.4,moderado
Antioquia,2024,julio,2024-07-01,6.7,36.9,3.9,13.3,1.4,19.6,6.4,60.6,10.9,8.6,8.3,8.4,7.8,8.0,7.0,36.4,3.5,44.9,12.3,1.9,1.0,4.8,18.1,22.9,35.5,55.8,8.7,32.6,67.4,99.9,68.3,92.4,81.6,92.3,21.5,0.1,6.486919357234624,22.98655955743774,0.7459228777506669,178.7,41.3,39.2,36.5,18.3,25.4,11.7,13.2,14.2,27.9,4.7,23.2,moderado
Arauca,2024,julio,2024-07-01,7.7,52.0,0.9,19.2,4.4,22.2,11.4,92.8,17.7,7.9,7.9,7.5,7.2,7.7,7.1,29.6,1.3,38.5,17.8,11.4,1.5,27.0,21.8,48.9,27.1,69.0,3.9,56.9,43.1,97.9,22.5,65.2,52.1,67.1,0.6,1.4,9.99459801423574,25.77813878338172,0.6435442502437707,173.31,33.4,25.8,30.7,16.2,20.9,8.7,16.9,4.2,21.8,2.8,19.0,moderado
Atlantico,2024,julio,2024-07-01,8.0,28.7,2.8,11.6,1.8,28.2,7.2,77.5,9.5,8.1,7.9,6.5,7.2,7.7,6.5,42.9,3.0,30.9,18.7,3.6,0.8,3.2,25.7,28.9,49.8,45.0,5.2,49.9,50.1,99.9,90.7,97.8,85.4,96.7,21.1,0.0,4.248568300714198,28.73726378703291,0.7423074257660427,172.33,50.6,41.6,46.6,36.3,39.3,21.6,22.1,5.7,40.0,9.3,30.7,severo
Bogotá,2024,julio,2024-07-01,1.5,19.3,4.3,13.9,0.6,17.5,8.4,51.3,5.4,8.0,8.0,7.3,7.4,7.7,7.3,34.5,6.7,50.5,6.5,0.6,1.2,0.6,6.6,7.2,16.6,69.8,13.7,17.0,83.0,99.9,95.1,99.9,99.3,99.8,34.8,0.0,3.842539245712429,18.24462298756002,0.5985402359228847,183.15,20.5,19.1,18.9,11.3,15.1,6.2,8.0,2.2,13.9,2.8,11.1,leve
Bolivar,2024,julio,2024-07-01,9.9,42.9,1.8,10.2,2.3,26.1,2.6,84.6,15.6,8.1,8.4,7.2,7.2,7.9,6.8,41.8,0.9,28.4,20.3,7.7,1.0,9.7,45.1,54.8,38.5,55.8,5.8,53.8,46.2,99.0,67.8,85.5,52.1,75.1,11.6,0.6,6.186775248739865,27.39721721165409,0.7777997924429261,174.05,60.0,39.2,42.7,29.8,34.2,11.3,21.8,9.6,35.8,6.3,29.5,moderado
Boyaca,2024,julio,2024-07-01,6.1,45.2,3.1,15.1,1.3,22.2,3.1,74.3,6.9,8.0,7.8,8.0,7.7,7.6,7.2,43.8,2.6,37.4,13.6,1.5,1.0,2.4,19.2,21.6,32.4,63.1,4.5,31.1,68.9,99.6,64.3,93.7,65.0,69.3,2.4,0.1,4.938672557394551,16.73285872132263,0.5734135927210176,183.45,32.5,25.4,28.7,10.8,18.5,4.9,7.3,1.6,18.6,2.3,16.3,moderado
Caldas,2024,julio,2024-07-01,7.0,42.8,0.8,17.4,1.7,20.3,3.5,61.1,9.2,8.2,7.9,8.0,7.5,7.6,7.1,38.6,4.2,43.8,9.2,0.7,3.5,2.5,17.2,19.6,28.2,61.6,10.2,29.7,70.3,100.0,72.3,92.8,81.6,89.3,14.4,0.1,4.299546422742368,19.6158742974465,0.7666546570841652,180.55,23.0,19.0,22.8,8.7,12.5,5.1,6.4,2.7,12.8,2.4,10.4,leve
Caqueta,2024,julio,2024-07-01,6.3,54.2,0.2,11.0,5.5,30.1,1.4,87.4,13.9,8.6,8.4,8.2,7.5,8.1,6.7,26.4,0.8,41.5,23.5,6.4,1.4,28.8,14.5,43.3,44.5,50.6,4.9,70.2,29.8,98.6,57.4,76.0,68.9,73.5,1.6,1.3,9.851706869807762,23.37162451437847,0.504729162038163,183.08,53.7,22.9,37.7,5.1,20.4,3.0,4.3,0.5,17.8,0.9,16.9,moderado
Casanare,2024,julio,2024-07-01,5.4,46.5,1.4,8.8,2.8,23.6,7.0,79.1,11.3,8.6,8.1,7.6,7.6,7.8,6.7,35.2,2.0,44.5,12.2,5.1,0.9,6.9,25.0,31.9,45.8,49.9,4.3,51.7,48.3,98.3,85.7,84.7,70.3,80.7,1.8,1.4,9.13336467609361,25.45435429989941,0.498131007877109,173.31,55.5,47.2,44.4,27.0,30.5,12.5,15.2,6.3,34.4,6.2,28.2,moderado
Cauca,2024,julio,2024-07-01,7.2,53.5,4.9,12.1,2.9,18.3,2.3,86.3,14.0,7.8,7.8,7.1,6.7,7.1,5.9,43.6,1.6,19.6,19.9,5.8,9.6,11.7,28.0,39.7,41.8,54.8,3.3,57.2,42.8,99.4,27.4,84.8,42.5,43.7,2.8,0.9,2.424050115093184,18.28440927963963,0.6843743190596128,190.28,47.6,39.6,42.2,13.7,24.9,9.5,14.5,7.7,27.8,3.8,24.0,moderado
Cesar,2024,julio,2024-07-01,9.1,42.6,1.2,11.4,2.9,29.3,4.8,85.5,13.4,8.3,8.2,7.1,7.0,7.8,6.7,35.4,1.6,35.9,19.5,5.2,2.4,6.9,35.7,42.5,45.6,50.8,3.5,60.3,39.7,99.6,73.9,90.9,77.0,82.1,5.2,1.8,4.122793015531333,26.76708144810244,0.7596744589391253,170.68,49.7,36.5,41.7,21.4,29.7,15.4,13.4,4.3,30.3,5.4,24.9,moderado
Choco,2024,julio,2024-07-01,23.2,54.7,0.6,21.3,3.4,29.8,0.8,91.1,33.9,7.1,7.1,6.5,6.3,6.9,6.1,64.5,0.2,14.4,11.1,7.6,2.1,44.4,42.8,87.2,56.5,42.2,1.3,87.0,13.0,96.6,0.0,41.6,16.7,55.0,0.6,4.4,13.14913768142168,25.4517579445251,0.5655751686851419,173.31,55.1,36.4,46.2,32.4,32.2,22.3,21.9,8.6,36.3,6.4,29.9,moderado
Cundinamarca,2024,julio,2024-07-01,5.2,38.7,1.8,12.5,1.9,22.0,7.8,67.5,7.4,8.0,7.7,7.5,7.1,7.6,6.8,28.3,7.2,52.9,8.9,1.0,1.7,1.6,13.8,15.5,34.3,57.9,7.9,31.2,68.8,99.7,79.8,97.1,81.5,88.1,11.4,0.0,3.842539245712429,18.24462298756002,0.5985402359228847,183.15,40.4,32.7,31.5,17.1,21.3,12.3,13.4,8.6,22.6,7.3,15.3,severo
Cordoba,2024,julio,2024-07-01,18.1,51.0,3.3,16.0,2.5,22.5,2.0,87.7,25.7,7.9,7.9,8.2,6.8,7.6,6.1,43.9,0.8,20.6,25.1,8.0,1.5,23.0,36.5,59.5,64.5,33.7,1.8,73.4,26.6,99.6,49.8,72.0,43.3,60.4,1.9,0.3,8.671384623381229,27.45193786110466,0.7233084469175521,176.92,70.2,49.9,61.3,41.5,45.0,19.8,25.7,6.8,47.6,9.4,38.2,severo
Guainia,2024,julio,2024-07-01,17.9,65.5,3.8,8.9,5.7,34.4,14.0,89.6,49.0,7.6,7.6,7.0,7.0,7.1,6.6,10.5,0.4,14.1,5.2,8.5,61.2,53.7,30.2,83.9,49.5,47.4,3.1,72.0,28.0,80.1,0.0,21.7,21.9,28.1,0.2,15.6,12.46584327404727,25.11996359612938,0.4560689486726701,173.31,57.0,37.6,45.5,35.9,35.8,12.4,19.2,12.9,37.5,6.6,30.9,moderado
